Date,Type,Registration,Operator,Fatalities,Location,Cat
11-AUG-1981,Douglas DC-4,HK-136,11-AUG-1981,0.0,,A1
11-AUG-1981,Antonov An-24V,SP-LTT,11-AUG-1981,0.0,Katowice-Pyr...,H2
18-AUG-1981,Vickers 745D Viscount,N7407,18-AUG-1981,0.0,within Florida?,O1
19-AUG-1981,HAL-748,VT-DXF,19-AUG-1981,0.0,Mangalore-Ba...,A1
22-AUG-1981,Boeing 737-222,B-2603,22-AUG-1981,110.0,near Miao-Li,A1
22-AUG-1981,Antonov An-24V,SP-LTC,22-AUG-1981,0.0,Berlin-Tempe...,H2
24-AUG-1981,Antonov An-24RV,CCCP-46653,24-AUG-1981,31.0,near Zavitinsk,A1
25-AUG-1981,BN-2A-21 Islander,7P-LAE,25-AUG-1981,0.0,Sekakes Airp...,A1
26-AUG-1981,Vickers 745D Viscount,HK-1320,26-AUG-1981,50.0,near Florencia,A1
27-AUG-1981,Douglas C-47B (DC-3),ET-AGX,27-AUG-1981,0.0,Dire Dawa Ai...,A1
29-AUG-1981,Yakovlev Yak-40,CCCP-87346,29-AUG-1981,3.0,Zeya,A1
31-AUG-1981,Boeing 720-023B,OD-AFR,31-AUG-1981,0.0,Beirut Inter...,C1
02-SEP-1981,Embraer EMB-110P1 Bandeirante,HK-2651,02-SEP-1981,20.0,near Paipa-Juan J...,A1
07-SEP-1981,Kaiser-Frazer C-119L Flying Boxcar,N8504W,07-SEP-1981,0.0,Dahl Creek A...,A1
07-SEP-1981,BN-2A Trislander Mk.III,C-GSZI,07-SEP-1981,,,U1
08-SEP-1981,Tupolev Tu-154B-2,CCCP-85448,08-SEP-1981,0.0,Tashkent Air...,O1
09-SEP-1981,Antonov An-2R,SP-WMN,09-SEP-1981,,Zagrodno,A1
09-SEP-1981,Antonov An-2R,CCCP-07601,09-SEP-1981,0.0,Namangan region,A1
13-SEP-1981,Antonov An-2R,CCCP-32475,13-SEP-1981,0.0,near Saratov,A1
16-SEP-1981,Antonov An-2TP,CCCP-40523,16-SEP-1981,,,A1
18-SEP-1981,Yakovlev Yak-40,CCCP-87455,18-SEP-1981,33.0,near Zheleznogors...,A1
18-SEP-1981,Antonov An-24V,SP-LTG,18-SEP-1981,0.0,Berlin-Tempe...,H2
18-SEP-1981,BN-2A-27 Islander,G-BDNP,18-SEP-1981,0.0,"St. Andrew, ...",A1
21-SEP-1981,Lockheed C-130H Hercules,74-1672,21-SEP-1981,7.0,near Indian Sprin...,A1
22-SEP-1981,Lockheed L-1011 TriStar 1,N309EA,22-SEP-1981,0.0,near Newark Inter...,A2
22-SEP-1981,Antonov An-24V,SP-LTK,22-SEP-1981,0.0,Warszawa-Oke...,H2
22-SEP-1981,DC-10-30CF,N101TV,22-SEP-1981,0.0,Miami Intern...,A2
26-SEP-1981,Boeing 727-2H9,YU-AKF,26-SEP-1981,0.0,Larnaca Airp...,H2
29-SEP-1981,Lockheed C-130H Hercules,5-8552,29-SEP-1981,80.0,Kahrisak,A1
29-SEP-1981,Antonov An-24V,SP-LTP,29-SEP-1981,0.0,Warszawa-Oke...,H2
29-SEP-1981,Boeing 737-200,,29-SEP-1981,0.0,Lahore Airpo...,H2
??-SEP-1981,Douglas DC-6,N62242,??-SEP-1981,,northeast Co...,A1
01-OCT-1981,Learjet 24,N44CJ,01-OCT-1981,3.0,"near Felt, OK",A1
02-OCT-1981,CC-123 Otter (DHC-3),9417,02-OCT-1981,3.0,near Lac-Saint-Fr...,A1
05-OCT-1981,BAC One-Eleven,,05-OCT-1981,0.0,Buffalo-Grea...,H2
06-OCT-1981,Fokker F-28 Fellowship 4000,PH-CHI,06-OCT-1981,17.0,near Moerdijk,A1
07-OCT-1981,Douglas C-47A (DC-3),ET-AHR,07-OCT-1981,0.0,Dessie-Combo...,A1
08-OCT-1981,Fairchild F-27M,N777DG,08-OCT-1981,0.0,Fairbanks In...,O1
12-OCT-1981,Lockheed C-130H Hercules,CNA-OH,12-OCT-1981,5.0,Guelta Zammour,C1
13-OCT-1981,Boeing 737-2K2C,PH-TVC,13-OCT-1981,0.0,Cairo Intern...,C2
17-OCT-1981,DH-114 Heron 1B,ZK-EKO,17-OCT-1981,0.0,Rotorua Airp...,O1
21-OCT-1981,Curtiss C-46A,HK-388,21-OCT-1981,0.0,near Florencia,H1
21-OCT-1981,Tupolev Tu-154B,HA-LCF,21-OCT-1981,0.0,Praha-Ruzyne...,A1
23-OCT-1981,DC-10,,23-OCT-1981,0.0,New York-Joh...,H2
23-OCT-1981,Boeing 707-331C,OD-AGT,23-OCT-1981,0.0,Tokyo-Narita...,A1
26-OCT-1981,Lockheed L-749A Constellation (VC-1,HI-328,26-OCT-1981,3.0,near Saint Thomas...,A1
28-OCT-1981,BN-2A Trislander Mk.III-2,EL-AIC,28-OCT-1981,0.0,Foya Kamala,U1
29-OCT-1981,CASA C-212 Aviocar 200,,29-OCT-1981,0.0,San Miguel A...,H2
31-OCT-1981,DHC-6 Twin Otter 300,TJ-CBC,31-OCT-1981,1.0,Bafoussam Ai...,A1
31-OCT-1981,Antonov An-2R,MT-613,31-OCT-1981,,Sukhbaatar P...,A1
08-NOV-1981,DC-9-32,XA-DEO,08-NOV-1981,18.0,near Zihuatanejo,A1
09-NOV-1981,Antonov An-2R,SP-WPT,09-NOV-1981,,Sennar,A1
13-NOV-1981,Learjet 55,N57TA,13-NOV-1981,2.0,Waterkloof,A1
16-NOV-1981,Tupolev Tu-154B-2,CCCP-85480,16-NOV-1981,99.0,Noril'sk Air...,A1
16-NOV-1981,Aérospatiale SN.601 Corvette,TY-BBK,16-NOV-1981,4.0,near Lagos-Murtal...,A1
18-NOV-1981,DHC-6 Twin Otter 300,VP-FAW,18-NOV-1981,0.0,Rothera Station,O1
21-NOV-1981,Douglas C-47 (DC-3),,21-NOV-1981,4.0,Huehuetenango,A1
26-NOV-1981,Boeing 707-337C,VT-DVB,26-NOV-1981,0.0,Durban,H2
26-NOV-1981,Antonov An-2P,CCCP-01808,26-NOV-1981,15.0,near Ust-Kulom,A1
26-NOV-1981,Antonov An-2TP,CCCP-40564,26-NOV-1981,0.0,near Ust-Kulom,A2
28-NOV-1981,Fokker F-27 Friendship 400,5A-DBE,28-NOV-1981,0.0,near Kufra,A1
30-NOV-1981,Douglas DC-6A,N3486F,30-NOV-1981,3.0,Saint Lucia-...,A1
01-DEC-1981,DC-9-81 (MD-81),YU-ANA,01-DEC-1981,180.0,near Ajaccio-Camp...,A1
02-DEC-1981,Douglas DC-4-1009,C-FJRW,02-DEC-1981,0.0,Spence Bay A...,A1
05-DEC-1981,Boeing 707,,05-DEC-1981,0.0,"Cleveland, OH",H2
06-DEC-1981,Ilyushin Il-62M,CCCP-86508,06-DEC-1981,0.0,Moskva-Shere...,O1
07-DEC-1981,DC-9,,07-DEC-1981,0.0,Havana-José ...,H2
07-DEC-1981,DC-9,,07-DEC-1981,0.0,Havana-José ...,H2
07-DEC-1981,Boeing 727,,07-DEC-1981,0.0,Havana-José ...,H2
07-DEC-1981,Boeing 727-200,,07-DEC-1981,0.0,Beirut Inter...,H2
09-DEC-1981,Douglas C-47A (DC-3),YSL-47,09-DEC-1981,5.0,near Anamur,A1
10-DEC-1981,Hawker Siddeley DH-125-1A,XA-ESQ,10-DEC-1981,0.0,Laredo Inter...,A1
12-DEC-1981,Boeing 727-25,YN-BXW,12-DEC-1981,0.0,Mexico City-...,C2
16-DEC-1981,Boeing 727-2J4,OY-SAT,16-DEC-1981,0.0,Gander Airpo...,A2
16-DEC-1981,Boeing 707-124,HI-384HA,16-DEC-1981,0.0,Miami Intern...,A1
18-DEC-1981,DHC-6 Twin Otter 300,HK-2216,18-DEC-1981,13.0,near San Antero,A1
18-DEC-1981,Antonov An-2TP,CCCP-92858,18-DEC-1981,0.0,near Deputatskiy,A1
23-DEC-1981,Antonov An-26,CCCP-26505,23-DEC-1981,2.0,near Severo-Yenis...,A1
29-DEC-1981,Hawker Siddeley HS-748,C-GEPH,29-DEC-1981,0.0,Sydney Airpo...,A1
??-???-1981,Douglas C-118A (DC-6),N2949F,??-???-1981,,,A1
??-???-1981,Douglas DC-4,N122AC,??-???-1981,,,U1
??-???-1981,DHC-5D Buffalo,920,??-???-1981,,Punta Arenas...,A1
??-???-1981,Douglas C-47B (DC-3),5N-ARA,??-???-1981,,Lagos/Ikeja ...,U1
02-JAN-1982,Beech UC-12B Huron,161189,02-JAN-1982,1,near Pensacola Re...,A1
07-JAN-1982,Boeing 727-114,HK-2637,07-JAN-1982,0,Barranquilla...,H2
07-JAN-1982,Let L-410M,CCCP-67290,07-JAN-1982,18,near Gelendzhik,A1
08-JAN-1982,Swearingen SA227-AC Metro III,HB-LNB,08-JAN-1982,0,Zürich-Klote...,A2
11-JAN-1982,Learjet 25XR,HZ-GP5,11-JAN-1982,2,near Narsarsuaq,A1
13-JAN-1982,Boeing 737-222,N62AF,13-JAN-1982,74+ 4,near Washington-N...,A1
14-JAN-1982,Antonov An-26,,14-JAN-1982,73,near Addis Ababa,A1
16-JAN-1982,Yakovlev Yak-40,CCCP-87902,16-JAN-1982,0,Shevchenko,A1
17-JAN-1982,Convair CV-440-75,N21DR,17-JAN-1982,0,Pearl Harbor...,A1
18-JAN-1982,Convair HC-131A (CV-240),5786,18-JAN-1982,0,Corpus Chris...,A1
19-JAN-1982,Canadair CL-44D4-1,HC-BHS,19-JAN-1982,0,Miami Intern...,A1
21-JAN-1982,Douglas DC-3A,N211TA,21-JAN-1982,0,Opa-locka Ai...,A1
21-JAN-1982,Douglas C-54E (DC-4),49148,21-JAN-1982,7,near Noumea-Tonto...,A1
23-JAN-1982,DC-10-30CF,N113WA,23-JAN-1982,2,Boston-Logan...,A1
25-JAN-1982,Antonov An-24RV,YR-BMD,25-JAN-1982,7,Constanta Ai...,A1
25-JAN-1982,Antonov An-2R,HA-MBI,25-JAN-1982,,Bácsbokod,A1
26-JAN-1982,Boeing 707-348C,7O-ACJ,26-JAN-1982,0,Damascus Int...,C1
27-JAN-1982,Boeing 727-114,HK-2637X,27-JAN-1982,0,"Bogotá, Cali",H2
01-FEB-1982,Beech 99,N451C,01-FEB-1982,0,"Groton, CT",A1
02-FEB-1982,Boeing 737-200,,02-FEB-1982,0,Havana,H2
03-FEB-1982,Nord 2501 Noratlas,140,03-FEB-1982,36,Mount Garbi,A1
04-FEB-1982,Beech 200 Super King Air,YV-426P,04-FEB-1982,,Caracas,A1
05-FEB-1982,Canadair CL-44D4-2,TR-LVO,05-FEB-1982,0,Salisbury Ai...,O1
06-FEB-1982,Fairchild C-123J Provider,,06-FEB-1982,53,near Jeju (Cheju)...,A1
07-FEB-1982,Fairchild C-119 Flying Boxcar,,07-FEB-1982,23,near Jammu,A1
09-FEB-1982,DC-8-61,JA8061,09-FEB-1982,24,Tokyo-Haneda...,A1
09-FEB-1982,Douglas C-47A (DC-3),RP-C141,09-FEB-1982,3,Mt. Ipao,A1
11-FEB-1982,Antonov An-26,26264,11-FEB-1982,1,within Prachinburi,C1
11-FEB-1982,Let L-410M,CCCP-67237,11-FEB-1982,0,Batagay Airport,O1
13-FEB-1982,Boeing 727-200,,13-FEB-1982,0,Amarillo Int...,H2
16-FEB-1982,NAMC YS-11A-621,N169RV,16-FEB-1982,0,near King Salmon ...,A2
19-FEB-1982,Douglas DC-6BF,HK-1706,19-FEB-1982,4,near Subachoque,A1
20-FEB-1982,BN-2A-9 Islander,G-BBRP,20-FEB-1982,0,"Netheravon, ...",A1
21-FEB-1982,DHC-6 Twin Otter 100,N127PM,21-FEB-1982,1,Scituate Res...,A1
24-FEB-1982,Boeing 707-300,,24-FEB-1982,0,Beirut Inter...,H2
26-FEB-1982,Boeing 737-2R8C,5H-ATC,26-FEB-1982,0,"Nairobi, Jed...",H2
01-MAR-1982,Boeing 727,,01-MAR-1982,0,Miami Intern...,H2
03-MAR-1982,BN-2A-27R Islander,HC-BFJ,03-MAR-1982,,,U1
07-MAR-1982,Lockheed C-141B Starlifter,67-0017,07-MAR-1982,0,Columbia-McE...,O1
10-MAR-1982,BN-2A-20 Islander,P2-HAC,10-MAR-1982,,,U1
11-MAR-1982,DHC-6 Twin Otter 300,LN-BNK,11-MAR-1982,15,near Gamvik,A1
13-MAR-1982,Boeing KC-135A,57-1489,13-MAR-1982,4,near Phoenix-Luke...,A1
15-MAR-1982,Antonov An-26,53,15-MAR-1982,9,near Anapa Airpor...,A1
17-MAR-1982,Airbus A300B4-203,F-BVGK,17-MAR-1982,0,Sana'a Inter...,A1
17-MAR-1982,BN-2A-21 Islander,3003,17-MAR-1982,,,U1
19-MAR-1982,Boeing KC-135A,58-0031,19-MAR-1982,27,"Greenwood, IL",A1
20-MAR-1982,Fokker F-28 Fellowship 1000,PK-GVK,20-MAR-1982,27,Bandar Lampu...,A1
21-MAR-1982,Lockheed L-188AF Electra,N5504,21-MAR-1982,0,Macon-Lewis ...,O1
21-MAR-1982,Lockheed L-188AF Electra,N5516,21-MAR-1982,0,Macon-Lewis ...,O1
26-MAR-1982,Dornier 228-100,D-IFNS,26-MAR-1982,3,near Igenhausen,A1
26-MAR-1982,Vickers 745D Viscount,HK-2382,26-MAR-1982,21,near Quétame,A1
??-MAR-1982,Douglas C-117D (DC-3),N117RR,??-MAR-1982,,unknown,U1
05-APR-1982,Boeing 727,,05-APR-1982,0,Havana-José ...,H2
11-APR-1982,Lockheed L-100-20 Hercules,C-FPWK,11-APR-1982,0,Paulatuk Air...,O1
11-APR-1982,Antonov An-2T,CCCP-62489,11-APR-1982,,,A1
13-APR-1982,Lockheed C-130H Hercules,74-1678,13-APR-1982,27,near Gevenlik,A1
14-APR-1982,Swearingen SA226-TC Metro II,ZS-KYA,14-APR-1982,0,,A1
17-APR-1982,A.W. AW-650 Argosy 102,G-APRN,17-APR-1982,0,Belfast Inte...,A1
22-APR-1982,Antonov An-24V,YI-AEO,22-APR-1982,,,A1
24-APR-1982,Antonov An-12B,CCCP-11107,24-APR-1982,0,Novyj Urengo...,A1
26-APR-1982,Hawker Siddeley HS-121 Trident 2E,B-266,26-APR-1982,112,near Yangsuo,A1
28-APR-1982,DHC-7-102,HR-AND,28-APR-1982,0,Havana-José ...,H2
29-APR-1982,Lockheed C-130H Hercules,HC-BEF/FAE74,29-APR-1982,7,near Quito-Marisc...,A1
30-APR-1982,Antonov An-24V,SP-LTG,30-APR-1982,0,Berlin-Tempe...,H2
01-MAY-1982,Douglas DC-7B,N823D,01-MAY-1982,,Glendive-Daw...,O1
01-MAY-1982,BN-2A-27 Islander,VP-FAY,01-MAY-1982,0,Port Stanley...,C1
03-MAY-1982,Gulfstream American G-1159 Gulfstre,7T-VHB,03-MAY-1982,14,Qotur,C1
03-MAY-1982,Shorts SC.7 Skyvan 3M-400,PA-54,03-MAY-1982,0,Port Stanley...,O1
03-MAY-1982,Shorts SC.7 Skyvan 3M-400,PA-50,03-MAY-1982,0,Port Stanley...,O1
05-MAY-1982,Convair CV-440,CP-1725,05-MAY-1982,0,La Paz-El Al...,A1
06-MAY-1982,Learjet 23,N100TA,06-MAY-1982,4,"near Savannah, GA...",A1
07-MAY-1982,Douglas C-47A (DC-3),C-FQHF,07-MAY-1982,0,Calgary Inte...,A1
07-MAY-1982,Antonov An-2,CCCP-02183,07-MAY-1982,5,near Tashtagol,A1
09-MAY-1982,DHC-7-103,7O-ACK,09-MAY-1982,23,near Aden Interna...,A1
10-MAY-1982,Curtiss C-46F,YN-BRG,10-MAY-1982,0,Puerto Limón...,H2
11-MAY-1982,Antonov An-2R,CCCP-07399,11-MAY-1982,0,Sputendorf,A1
11-MAY-1982,Antonov An-2TP,HA-ANL,11-MAY-1982,9,Hármashatárhegy,A1
12-MAY-1982,Lockheed C-130E Hercules,64-0543,12-MAY-1982,7,"Judsonia, AR",A1
12-MAY-1982,Douglas DC-3 Hiper,HK-140,12-MAY-1982,0,Miraflores,A2
12-MAY-1982,Antonov An-24T,11,12-MAY-1982,5,near Petrovsk Air...,A1
15-MAY-1982,Martin 4-0-4,N40445,15-MAY-1982,0,"Madera, CA",A1
15-MAY-1982,DHC-6 Twin Otter 300,C-GKBO,15-MAY-1982,0,North Pole,A1
16-MAY-1982,DHC-6 Twin Otter 200,N103AQ,16-MAY-1982,0,"Hooper Bay, AK",A1
16-MAY-1982,Learjet 25B,PT-KZY,16-MAY-1982,0,Uberaba Airp...,A1
18-MAY-1982,Douglas DC-3C,HK-1503,18-MAY-1982,0,Villavicenci...,H2
19-MAY-1982,Cessna 551 Citation II/SP,D-IJHM,19-MAY-1982,8,near Kassel-Calde...,A1
21-MAY-1982,BAC One-Eleven,,21-MAY-1982,0,Cebu Airport...,H2
22-MAY-1982,Learjet 23,N808JA,22-MAY-1982,0,Sarasota-Bra...,O1
22-MAY-1982,Embraer EMB-110P Bandeirante,PT-GKC,22-MAY-1982,0,near Florianópoli...,A1
25-MAY-1982,Boeing 737-2A1,PP-SMY,25-MAY-1982,2,Brasilia Int...,A1
27-MAY-1982,Boeing 727-2B6,,27-MAY-1982,0,Tunis-Cartha...,H2
29-MAY-1982,Morane Saulnier MS.760 Paris I,96,29-MAY-1982,,Biarritz (BIQ),A1
29-MAY-1982,Embraer EMB-110P1 Bandeirante,HK-2743,29-MAY-1982,0,near Barranquilla...,A1
31-MAY-1982,Yakovlev Yak-40,CCCP-87485,31-MAY-1982,0,Dnepropetrov...,A1
01-JUN-1982,Lockheed C-130H Hercules,TC-63,01-JUN-1982,7,near Pebble Island,C1
01-JUN-1982,Fairchild C-123J Provider,56-4391,01-JUN-1982,53,near Seoul-Seongn...,A1
02-JUN-1982,DC-9-32,C-FTLY,02-JUN-1982,0,Montreal-Dor...,O1
02-JUN-1982,IAI Arava 201,FAC-951,02-JUN-1982,0,Rondon Airpo...,A1
03-JUN-1982,Antonov An-2R,CCCP-40736,03-JUN-1982,0,Polevoye,A1
04-JUN-1982,Antonov An-2R,SP-WCF,04-JUN-1982,,Zegrze Pomor...,U1
04-JUN-1982,Antonov An-2R,CCCP-62640,04-JUN-1982,0,"Dvoinovski, ...",A1
06-JUN-1982,Douglas C-47A (DC-3),N95C,06-JUN-1982,0,St. Petersbu...,A1
07-JUN-1982,Learjet 35A,T-24,07-JUN-1982,5,near Pebble Islan...,C1
08-JUN-1982,Boeing 727-212,PP-SRK,08-JUN-1982,137,Sierra de Pa...,A1
09-JUN-1982,Fokker F-27 Friendship 600,VH-TQQ,09-JUN-1982,0,RAAF Amberle...,A1
09-JUN-1982,unknown,,09-JUN-1982,0,Warszawa-Oke...,H2
11-JUN-1982,Antonov An-2R,CCCP-56431,11-JUN-1982,0,Krasnoarmeis...,A1
12-JUN-1982,Boeing 720-023B,OD-AFP,12-JUN-1982,0,Beirut Inter...,C1
12-JUN-1982,Fairchild FH-227B,PT-LBV,12-JUN-1982,44,Tabatinga In...,A1
16-JUN-1982,Boeing 720-023B,OD-AFU,16-JUN-1982,0,Beirut Inter...,C1
16-JUN-1982,Boeing 720-023B,OD-AFW,16-JUN-1982,0,Beirut Inter...,C1
16-JUN-1982,Boeing 720-047B,OD-AGR,16-JUN-1982,0,Beirut Inter...,C1
16-JUN-1982,Boeing 707-323C,OD-AGN,16-JUN-1982,0,Beirut Inter...,C1
16-JUN-1982,Boeing 707-3B4C,OD-AFB,16-JUN-1982,0,Beirut Inter...,C1
17-JUN-1982,Tupolev Tu-134IK,CCCP-65687,17-JUN-1982,15,near Severomorsk-...,A1
22-JUN-1982,Boeing 707-437,VT-DJJ,22-JUN-1982,17,Bombay-Santa...,A1
23-JUN-1982,DHC-7-102,,23-JUN-1982,0,Staunton-She...,H2
24-JUN-1982,Boeing 747-236B,G-BDXH,24-JUN-1982,0,near Jakarta,A2
25-JUN-1982,DC-8-62,LN-MOW,25-JUN-1982,0,København-Ka...,A2
28-JUN-1982,Yakovlev Yak-42,CCCP-42529,28-JUN-1982,132,"near Verbovichi, ...",A1
29-JUN-1982,Fairchild F-27A,C-FTPA,29-JUN-1982,0,Wollaston La...,A1
30-JUN-1982,Boeing 747-243B,,30-JUN-1982,0,Bangkok-Don ...,H2
06-JUL-1982,Ilyushin Il-62M,CCCP-86513,06-JUL-1982,90,near Moskva-Shere...,A1
06-JUL-1982,BN-2A-8 Islander,9M-MDD,06-JUL-1982,,Long Semado-...,A1
09-JUL-1982,Boeing 727-235,N4737,09-JUL-1982,145+ 8,near New Orleans ...,A1
10-JUL-1982,Alenia G-222TCM,MM62106,10-JUL-1982,4,Greve in Chi...,A1
11-JUL-1982,Hawker Siddeley HS-748,RP-C1014,11-JUL-1982,1,Jolo Airport...,A1
14-JUL-1982,Swearingen SA226-AT Merlin IV,ZS-JLZ,14-JUL-1982,8,near Waterkloof A...,A1
16-JUL-1982,Antonov An-2T,CCCP-15970,16-JUL-1982,0,near Lake Bolshoy...,A1
22-JUL-1982,Martin 4-0-4,,22-JUL-1982,0,Havana-José ...,H2
25-JUL-1982,Ilyushin Il-18,,25-JUL-1982,0,near Shanghai,H2
30-JUL-1982,Douglas C-47D (DC-3),N102BL,30-JUL-1982,0,near El Paso Inte...,A1
30-JUL-1982,Lockheed HC-130H Hercules,1600,30-JUL-1982,2,near Attu Island-...,A1
01-AUG-1982,Boeing 720-047B,OD-AGG,01-AUG-1982,0,Beirut Inter...,C1
04-AUG-1982,Boeing 727-21,HK-2559,04-AUG-1982,0,Santa Marta-...,A1
04-AUG-1982,Boeing 737-200,,04-AUG-1982,0,Amritsar-Raj...,H2
11-AUG-1982,Boeing 747-121,N754PA,11-AUG-1982,1,near Hawaii,C2
12-AUG-1982,DHC-6 Twin Otter 300,XY-AEB,12-AUG-1982,8,Mindat,A1
14-AUG-1982,Let L-410M,CCCP-67191,14-AUG-1982,11,Sukhumi-Babu...,A1
14-AUG-1982,Tupolev Tu-134A,CCCP-65836,14-AUG-1982,0,Sukhumi-Babu...,A1
14-AUG-1982,Yakovlev Yak-40,CCCP-98102,14-AUG-1982,4,near Bazarnyye Ma...,A1
14-AUG-1982,IAI Arava 201,223,14-AUG-1982,20,Managua-Augu...,A1
16-AUG-1982,Embraer EMB-110P1 Bandeirante,,16-AUG-1982,0,West Palm Be...,H2
19-AUG-1982,Antonov An-2R,CCCP-70446,19-AUG-1982,0,"near Dno, Pskov r...",A1
20-AUG-1982,Boeing 737-200,,20-AUG-1982,1,Amritsar Air...,H2
20-AUG-1982,BN-2A Islander,VP-LAE,20-AUG-1982,6,La Soufriere...,A1
20-AUG-1982,Swearingen SA226-TC Metro II,N237AM,20-AUG-1982,0,Kansas City ...,A2
22-AUG-1982,Douglas C-47A (DC-3),ET-AHP,22-AUG-1982,0,Makale Airpo...,A1
24-AUG-1982,Antonov An-12BP,,24-AUG-1982,1,near Chita,A1
25-AUG-1982,Convair CV-440,N477KW,25-AUG-1982,0,near Wolf Creek P...,A1
25-AUG-1982,Ilyushin Il-18E,SP-LSI,25-AUG-1982,0,München-Riem...,H2
25-AUG-1982,Antonov An-2R,OK-JIK,25-AUG-1982,,Smedava,A1
26-AUG-1982,Boeing 737-2Q3,JA8444,26-AUG-1982,0,Ishigaki Air...,A1
27-AUG-1982,Antonov An-2R,OK-KIM,27-AUG-1982,0,Strachotice,H1
28-AUG-1982,Antonov An-24TV,YI-ALN,28-AUG-1982,,Nasiriyah Ai...,A1
31-AUG-1982,Lockheed C-141B Starlifter,64-0652,31-AUG-1982,9,"near Knoxville, TN",A1
01-SEP-1982,DHC-4A Caribou,HC-BHZ,01-SEP-1982,44,near Valladolid,A1
03-SEP-1982,Learjet 25B,PT-JBQ,03-SEP-1982,10,near Rio Branco A...,A1
05-SEP-1982,Douglas DC-8-51,RP-C830,05-SEP-1982,0,London-Stans...,A2
09-SEP-1982,Antonov An-2R,CCCP-62663,09-SEP-1982,0,Khorezm region,A1
09-SEP-1982,Fairchild FH-227E,N7801M,09-SEP-1982,0,near Andros Town ...,A2
09-SEP-1982,Antonov An-2R,CCCP-70563,09-SEP-1982,0,near Imishli,A1
10-SEP-1982,Boeing 707-348C,ST-AIM,10-SEP-1982,0,near Khartoum,A1
13-SEP-1982,DC-10-30CF,EC-DEG,13-SEP-1982,50,Málaga Airpo...,A1
17-SEP-1982,DC-8-61,JA8048,17-SEP-1982,0,Shanghai-Hon...,A1
17-SEP-1982,Beech 200 Super King Air,N9FQ,17-SEP-1982,0,Huntington B...,A2
18-SEP-1982,DHC-3 Otter,C-FDJA,18-SEP-1982,5,near Two Bridge L...,A1
18-SEP-1982,Beech B200C Super King Air,OY-BEP,18-SEP-1982,3,near Luxembourg-F...,A1
20-SEP-1982,Swearingen SA226-AT Merlin IV,L6-2/21,20-SEP-1982,0,Hat Yai Airp...,A1
24-SEP-1982,DHC-4A Caribou,M21-17,24-SEP-1982,7,near Kampung Atap,A1
25-SEP-1982,Boeing 727-243,,25-SEP-1982,0,Catania-Font...,H2
28-SEP-1982,Antonov An-2R,CCCP-44628,28-SEP-1982,0,Chimkent region,A1
29-SEP-1982,Ilyushin Il-62M,CCCP-86470,29-SEP-1982,7,Luxembourg-F...,A1
05-OCT-1982,Fokker F-27 Friendship 200,ST-AAS,05-OCT-1982,0,Merowe Airpo...,A1
08-OCT-1982,Vickers 828 Viscount,HC-ATV,08-OCT-1982,0,Cuenca Airpo...,A1
12-OCT-1982,Douglas C-47A (DC-3),ZS-EJK,12-OCT-1982,0,near Graskop,A1
14-OCT-1982,Tupolev Tu-134,,14-OCT-1982,0,Wien-Schwech...,H2
16-OCT-1982,Lockheed C-130B Hercules,FAC-1003,16-OCT-1982,5,"near Cape May, NJ...",A1
17-OCT-1982,Boeing 707-366C,SU-APE,17-OCT-1982,0,Genève-Coint...,A1
18-OCT-1982,Lockheed 18 Learstar I,N1040G,18-OCT-1982,3,"Kosciusko, MS",A1
27-OCT-1982,Lockheed L-1011 TriStar,,27-OCT-1982,0,Los Angeles ...,H2
31-OCT-1982,Curtiss C-46 Super C,C-GIXZ,31-OCT-1982,0,Shamattawa A...,A1
01-NOV-1982,BN-2A Trislander Mk.III-1,HP-947,01-NOV-1982,,,U1
03-NOV-1982,BN-2A-21 Islander,EP-PBE,03-NOV-1982,1,,A1
04-NOV-1982,Embraer EMB-110P2 Bandeirante,P2-RDL,04-NOV-1982,0,Port Moresby...,A1
06-NOV-1982,Learjet 24D,N13MJ,06-NOV-1982,0,Elizabeth Ci...,A2
06-NOV-1982,BN-2A Islander,CS-AJO,06-NOV-1982,0,Serra de Mon...,A1
06-NOV-1982,Learjet 25,N47MJ,06-NOV-1982,0,Elizabeth Ci...,A2
07-NOV-1982,Antonov An-24B,CCCP-47786,07-NOV-1982,0,Sinop Airpor...,H2
08-NOV-1982,CASA/Nurtanio NC-212 Aviocar,PK-DCR,08-NOV-1982,,near Bontang,A1
12-NOV-1982,Swearingen SA226-AT Merlin IV,OY-AUI,12-NOV-1982,0,København-Ka...,A1
12-NOV-1982,Cessna 501 Citation I/SP,N2627U,12-NOV-1982,0,"Wichita, KS",A1
16-NOV-1982,Embraer C-95 Bandeirante (EMB-110),2182,16-NOV-1982,3,near Rio de Janei...,A1
16-NOV-1982,Lockheed CC-130H Hercules,130329,16-NOV-1982,7,Edmonton-Nam...,A1
18-NOV-1982,Cessna 551 Citation II/SP,N2CA,18-NOV-1982,3,near Mountain Vie...,A1
18-NOV-1982,Antonov An-2R,CCCP-54883,18-NOV-1982,0,Dnepropetrov...,A1
22-NOV-1982,Antonov An-24V,SP-LTK,22-NOV-1982,0,Berlin-Tempe...,H2
27-NOV-1982,Tupolev Tu-154B-2,HA-LCA,27-NOV-1982,0,Warszawa-Oke...,H2
29-NOV-1982,Boeing 727-21,HK-2560,29-NOV-1982,0,Santa Marta-...,A1
29-NOV-1982,Antonov An-26,D2-TAB,29-NOV-1982,15,Monte Bibala,A1
